"leaf_mass_per_area","seed_dry_mass","leaf_length","leaf_width","plant_height"
201.838602192133,6.33673023947023,79.5823465417857,14.316346679498,2.01264068749284
204.122861514586,6.00885281510226,79.1593480984983,14.8784788822376,2.02975284613915
140.999567378985,5.97732742436617,49.5248807986375,8.48405126075918,2.03251655275568
206.610510303666,5.82063303305207,77.3022301390584,14.6746549486946,2.02056760273451
203.772211613206,6.03578009259706,49.4110385380009,13.8206795481254,3.4361192487953
211.412610485854,5.82369566720918,49.2497127097768,13.9305917114216,2.02944599969129
140.581458536925,5.58811311993595,83.51273940689,8.46322030360774,2.01081582012067
194.939905203198,4.7710652939359,77.1993049844419,14.4420303142917,2.0230129289597
194.696302601903,4.69512948297466,79.6402030092283,14.5429739492213,2.01416267532657
215.550040497021,2.34163818385735,49.3811235667684,8.428615638353,3.68136422639414
208.834499395362,2.31408667231128,77.3396914808406,8.55853299999754,2.01355374212791
197.392757957006,4.97481912043145,76.8541068606532,14.9681564662994,2.0178201436571
192.773473549567,2.29710735809994,49.100806625743,8.48057587739445,3.36059623289968
197.825169403684,5.06459431509585,49.5128850616091,14.1453156707228,3.4663822849828
196.423284855805,4.70378167484319,49.0413703290054,8.52703160708871,3.40251763156689
201.570625283341,4.95392786854449,49.1543608798654,14.7893385767045,3.52824369421351
197.577961291942,4.86739438144903,74.8241547458008,8.50028855737988,1.99899444641336
191.063648635712,4.59374427740492,75.1329292251943,8.47478673515738,2.02699289746212
191.272807555602,4.8982163154921,49.6089323727797,14.1549783615922,3.30367148828733
188.586247798362,4.68895909147721,76.9565717835322,8.57725537977509,2.01751510112709
196.945899631957,4.69266035258936,76.7982744171961,15.046040152011,2.01660025019669
196.423284855805,4.57806418615463,49.4589401911752,14.4973632967505,3.39532347877182
191.407387754596,4.91628583062559,78.0927424031146,8.49564616135859,3.43923761589849
196.74591234673,4.86355530165465,49.6630408396992,14.0183846245142,3.62448158882359
202.106935361285,4.76604848461185,48.9879391794167,13.9839651755422,2.03313122063363
192.607825631241,4.97220290354198,49.4829084293406,14.4262597165576,2.00656422826454
191.048717467774,4.50638525353804,49.4349835626031,8.54918714084897,3.42626306062633
205.41909925378,5.15056802589032,81.8107213106805,15.1802028628219,2.02760589489194
195.229579197956,5.15734586731182,49.4709228587072,14.0049892278607,3.30367148828733
195.687835832956,4.81139034368208,49.6931265957682,14.4499220770602,3.45330532619896
141.275316918731,5.14650559739404,84.6533724637837,15.2967481126114,3.54321111359483
194.681087550732,5.02478961740127,49.142454888828,14.131798983938,2.03990484815022
211.677128410298,6.20315899465489,49.4709228587072,16.8796696405969,2.01965136763408
18321.3806425589,507.373011238453,49.1841384787831,8.54568507540194,4061.7971830964
140.63640194393,5.70844071854207,49.0057430912716,8.44590024815678,2.0417561145678
140.63640194393,4.86995545138835,75.2422124060222,8.52936106210994,2.02393068906615
194.54420558494,4.77860041109072,74.1475141221942,8.48752806835378,2.0368231334778
193.86123804682,2.32140188704172,49.3691626500953,8.53751916725153,2.02362472277876
207.500492827251,2.3713881182565,49.142454888828,8.49216602829076,3.24280461981943
511.838097285482,4.95783828452691,49.9163283837632,14.2053308576249,2.0111198497385
479.391744181167,2.34102237865285,75.7084420716273,8.49564616135859,2.01385818571174
141.529482759824,16481.4079264523,49.4589401911752,8.52703160708871,20.3676897590528
199.330504243982,339.729065737467,78.1495159264485,8.56788907591663,2.01965136763408
140.955497427162,331.084276610506,78.7481356105471,8.563209760163,2.02240132010166
